ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0887,TaylorMade,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=TaylorMade+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0888,Tecnifibre,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tecnifibre+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0889,Ten Thousand,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Ten+Thousand+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0890,Tennis-Point,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tennis-Point+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0891,Tibhar,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tibhar+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0892,Titleist,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Titleist+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0893,TK Hockey,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=TK+Hockey+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0894,Tracksmith,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tracksmith+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0895,TRUE Hockey,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=TRUE+Hockey+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0896,Tyka,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,India,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,65,Medium,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tyka+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0897,TYR,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=TYR+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0898,Under Armour,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Under+Armour+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0899,Vector X,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,India,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,65,Medium,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Vector+X+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0900,Victor,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Victor+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0901,Vuori,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Vuori+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0902,Warrior Sports,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Warrior+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0903,Wilson,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Wilson+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0904,Wilson Basketball,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Wilson+Basketball+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0905,Yasaka,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Yasaka+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0906,Yonex,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Yonex+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
